,name,rating,reviews,companytype,numemployee
4713,Shri Bajrang Power & Ispat,3.9,140,Power , 1k-5k Employees 
4714,Hire Glocal,4.8,140,Recruitment , 51-200 Employees 
4715,Indus Motors,4.0,139,Automobile , 5k-10k Employees (Global) 
4716,Upwork,4.6,139,Internet , 501-1k Employees 
4717,Jitm Skills,3.4,139,Education & Training , 51-200 Employees 
4718,SMS Group,4.2,139,Industrial Machinery , 1k-5k Employees 
4719,Simpson,3.8,139,Auto Components , 201-500 Employees 
4720,Appasamy Associates,3.7,139,Medical Equipment , 51-200 Employees 
4721,Petronas Lubricants,3.2,139,Petrochemicals , 51-200 Employees 
4722,SunMax Auto Engineering,2.8,139,Auto Components , 51-200 Employees 
4723,Betsol,3.5,139,IT Services & Consulting , 501-1k Employees 
4724,Skypro Technologies,3.8,139,IT Services & Consulting , 51-200 Employees 
4725,Videojet Technologies,3.7,139,Consumer Electronics & Appliances , 501-1k Employees 
4726,ValGenesis,2.7,139,Software Product , 201-500 Employees 
4727,Aditya Birla Money,4.0,139,201-500 Employees , Public 
4728,Exusia,4.2,139,IT Services & Consulting , 201-500 Employees 
4729,Covalent Laboratories,3.4,139,Pharma , 51-200 Employees 
4730,Apmosys Technologies,3.9,139,IT Services & Consulting , 51-200 Employees 
4731,Hi Tech Informatics,3.7,139,IT Services & Consulting , 501-1k Employees (Global) 
4732,Venkateshwar Hospital,3.7,139,Healthcare , 201-500 Employees 
4733,Simar Infrastructures,4.1,139,Engineering & Construction , 201-500 Employees 
4734,LetsTransport,3.4,139,Logistics , 201-500 Employees 
4735,EPIQ Systems,4.1,139,IT Services & Consulting , 501-1k Employees 
4736,Fusion,3.3,139,IT Services & Consulting , 11-50 Employees 
4737,MoreTasks,4.3,139,IT Services & Consulting , 51-200 Employees 
4738,Enphase Energy,3.5,139,Power , 501-1k Employees 
4739,Brane Enterprises,3.2,139,IT Services & Consulting , 1k-5k Employees 
4740,Hiranandani Financial Services,4.4,139,Financial Services , 51-200 Employees 
4741,Coding Ninjas,3.8,139,EdTech , 51-200 Employees 
4742,Trigyn Technologies,3.7,139,IT Services & Consulting , 501-1k Employees 
4743,Sand Martin Consultants,3.0,139,BPO , 501-1k Employees 
4744,Shiva Pharmachem,4.0,139,Chemicals , 201-500 Employees 
4745,Tata nexarc,3.4,139,IT Services & Consulting , 201-500 Employees 
4746,Virbac Animal Health,3.8,138,Pharma , 501-1k Employees 
4747,Texspin Bearings,4.1,138,Auto Components , 201-500 Employees 
4748,Rohan Motors,3.7,138,Automobile , 201-500 Employees 
4749,SasMos HET Technologies,3.8,138,Electrical Equipment , 201-500 Employees 
4750,D'Decor Home Fabrics,4.1,138,Fashion & Textile , 501-1k Employees 
4751,Azad Engineering,3.4,138,Engineering & Construction , 201-500 Employees 
4752,Lamprell,4.2,138,Oil & Gas , 5k-10k Employees (Global) 
4753,Galpha Laboratories,4.0,138,Pharma , 1k-5k Employees 
4754,Development Consultants,3.8,138,IT Services & Consulting , 51-200 Employees 
4755,Franco-Indian Pharmaceuticals,3.5,138,Pharma , 201-500 Employees 
4756,Wellspring Healthcare,3.6,138,Healthcare , 51-200 Employees 
4757,Thirumalai Chemicals,3.9,138,Chemicals , 501-1k Employees 
4758,UFO Moviez,3.8,138,Media & Entertainment , 201-500 Employees 
4759,Source One Management Services,3.3,138,IT Services & Consulting , 51-200 Employees 
4760,Affiliated Computer Services,3.5,138,IT Services & Consulting , 11-50 Employees 
4761,Indian Railway Catering and Tourism,4.1,138,Urban Transport , 1k-5k Employees 
4762,Beri Udyog,3.9,138,Industrial Machinery , 201-500 Employees 
4763,Girmiti Software,4.1,138,IT Services & Consulting , 201-500 Employees 
4764,Pathfinder Business Analysis,3.3,138,IT Services & Consulting , 201-500 Employees 
4765,Cholayil Private Limited,4.3,138,FMCG , 201-500 Employees 
4766,Tokai Imperial Rubber India,4.0,138,Industrial Machinery , 10k-50k Employees 
4767,Wilo Mather and Platt Pumps,4.1,138,Industrial Machinery , 501-1k Employees 
4768,S.S. Kothari Mehta & Co,3.5,138,Accounting & Auditing , 201-500 Employees 
4769,Jagatjit Industries,3.9,138,Beverage , 1k-5k Employees 
4770,Maahi Milk Producer Company,4.3,138,Food Processing , 501-1k Employees 
4771,Army Ordnance Corps,4.7,138,Defence & Aerospace , 11-50 Employees 
4772,Capital Finserve,4.6,138,NBFC , 201-500 Employees 
4773,Xpo Logistics,3.7,138,Logistics , 51-200 Employees 
4774,Enzen Global Solutions,3.9,138,Power , 201-500 Employees 
4775,Smith & Nephew Healthcare,3.8,138,Medical Equipment , 1k-5k Employees 
4776,Formidium Corp,3.6,138,Financial Services , 501-1k Employees 
4777,Azentio,3.2,138,Software Product , 501-1k Employees 
4778,Merkle Sokrati,3.8,138,Marketing & Advertising , 1k-5k Employees 
4779,RWS Group,3.9,138,IT Services & Consulting , 5k-10k Employees 
4780,Azentio,3.2,138,Software Product , 501-1k Employees 
4781,Google Pay,4.2,138,FinTech , 10k-50k Employees (Global) 
4782,L&T Buildings & Factories,4.6,138,Engineering & Construction , 5k-10k Employees 
4783,Indo Count Industries,4.0,138,Fashion & Textile , 1k-5k Employees 
4784,Daebu Automotive Seat,3.8,137,Auto Components , 201-500 Employees (Global) 
4785,Parijat Industries (India),3.9,137,Chemicals , 501-1k Employees 
4786,TATA MEDICAL CENTER,4.2,137,Healthcare , 51-200 Employees 
4787,GVK Group,4.0,137,Engineering & Construction , 50k-1 Lakh Employees 
4788,Bombay Stock Exchange,4.0,137,Financial Services , 1k-5k Employees 
4789,ANR Software Private Limited,3.6,137,IT Services & Consulting , 201-500 Employees 
4790,UAE Exchange,4.0,137,FinTech , 1-10 Employees 
4791,ANEWA Engineering,3.9,137,Oil & Gas , 201-500 Employees 
4792,Bilt Graphic Paper Products,3.7,137,Pulp & Paper , 51-200 Employees 
4793,Elsamex Maintenance Services,4.2,137,Facility Management Services , 201-500 Employees 
4794,CNS Comnet,4.0,137,BPO , 201-500 Employees 
4795,Advantum Health,3.8,137,Healthcare , 201-500 Employees 
4796,Caplin Point Laboratories,4.1,137,Pharma , 501-1k Employees 
4797,6D Technologies,3.7,137,Telecom , 1k-5k Employees 
4798,Indian Oil- Adani Gas,3.8,137,Noida +29 more,
4799,Dr Oetker,4.2,137,Food Processing , 201-500 Employees 
4800,Elsamex Maintenance Services,4.2,137,Facility Management Services , 201-500 Employees 
4801,GVK Group,4.0,137,Engineering & Construction , 50k-1 Lakh Employees 
4802,Dr Oetker,4.2,137,Food Processing , 201-500 Employees 
4803,TATA MEDICAL CENTER,4.2,137,Healthcare , 51-200 Employees 
4804,eMDs,3.8,137,IT Services & Consulting , 201-500 Employees 
4805,Manohar Filaments,4.0,137,Fashion & Textile , 201-500 Employees 
4806,VTP Realty,3.7,137,Real Estate , 51-200 Employees 
4807,Timex Group India,4.1,136,Metals & Mining , 201-500 Employees 
4808,Kobelco Construction Equipment India,4.2,136,Industrial Machinery , 201-500 Employees 
4809,Bekaert Industries,4.1,136,Electrical Equipment , 11-50 Employees 
4810,Petron Engineering Construction,4.4,136,Engineering & Construction , 501-1k Employees 
4811,Bioseed,4.1,136,Biotechnology , 501-1k Employees 
4812,Light Microfinance,4.0,136,NBFC , 1k-5k Employees 
4813,Butterfly Gandhimathi Appliances,4.3,136,Consumer Electronics & Appliances , 501-1k Employees 
4814,St. Mary's School,4.1,136,Education & Training , 501-1k Employees (Global) 
4815,Unique Engineers,3.8,136,Industrial Machinery , 201-500 Employees 
4816,Rotostat Services,4.2,136,Industrial Machinery , 51-200 Employees 
4817,JGC Corporation,4.2,136,Engineering & Construction , 5k-10k Employees (Global) 
4818,Career Point,3.7,136,Education & Training , 501-1k Employees 
4819,Gemini Solutions,3.3,136,IT Services & Consulting , 501-1k Employees 
4820,Marsh,4.0,136,Insurance , 1k-5k Employees 
4821,Mirafra Technologies,4.0,136,Semiconductors , 501-1k Employees 
4822,Macmillan Publishers,4.1,136,Printing & Publishing , 201-500 Employees 
4823,Mogli labs,3.5,136,Internet , 11-50 Employees 
4824,Harsco,3.7,136,Waste Management , 201-500 Employees 
4825,Epitome Components,3.3,136,Electrical Equipment , 51-200 Employees 
4826,Sumadhura Infracon,4.2,136,Engineering & Construction , 201-500 Employees 
4827,Royal Infraconstru,3.7,136,Engineering & Construction , 51-200 Employees 
4828,Privi Organics,4.0,136,Chemicals , 201-500 Employees 
4829,Gojavas,4.3,136,Logistics , 1k-5k Employees 
4830,IDBI Capital,3.6,136,Financial Services , 51-200 Employees 
4831,Awign Enterprises,3.6,136,Internet , 201-500 Employees 
4832,Sv Creditline,3.3,136,NBFC , 1k-5k Employees 
4833,Meneta Automotive Components,3.6,136,Auto Components , 201-500 Employees 
4834,Cholamandalam MS Risk Services,3.8,136,Management Consulting , 201-500 Employees 
4835,Captain Fresh,3.8,136,Logistics , 501-1k Employees 
4836,MamaEarth,4.0,136,Beauty & Personal Care , 201-500 Employees 
4837,Altum Credo Home Finance,3.8,136,NBFC , 501-1k Employees 
4838,Avaada Energy,4.5,136,Power , 501-1k Employees 
4839,Modern Automotives,3.8,136,Automobile , 51-200 Employees 
4840,Modern Automotives,3.8,136,Automobile , 51-200 Employees 
4841,Midco,3.9,135,Telecom , 1-10 Employees 
4842,Tatva Chintan Pharma Chem,4.0,135,Chemicals , 51-200 Employees 
4843,Radiant Polymers,4.5,135,Auto Components , 501-1k Employees 
4844,Indian School Finance Company,4.6,135,NBFC , 51-200 Employees 
4845,Acute Informatics,3.3,135,IT Services & Consulting , 201-500 Employees 
4846,ITC ABD,3.7,135,51-200 Employees , 113 years old 
4847,Karam Industries,4.2,135,Engineering & Construction , 11-50 Employees 
4848,Maral Overseas,3.9,135,Fashion & Textile , 1k-5k Employees 
4849,Dover India,4.1,135,Industrial Machinery , 501-1k Employees 
4850,Black & Veatch,4.3,135,Engineering & Construction , 501-1k Employees 
4851,MMTC-PAMP,3.6,135,Metals & Mining , 1k-5k Employees 
4852,St. Joseph's School,4.5,135,Education & Training , 51-200 Employees 
4853,Integra Global Solutions,3.6,135,IT Services & Consulting , 501-1k Employees 
4854,ReachLocal Services,2.9,135,Marketing & Advertising , 501-1k Employees 
4855,Incrementors Web Solutions,4.3,135,Financial Services , 51-200 Employees 
4856,Godrej Appliances,3.7,135,Consumer Electronics & Appliances , 1k-5k Employees 
4857,Eaton Power Quality,4.1,135,Electronics Manufacturing , 5k-10k Employees 
4858,Al Hassan Engineering Company SAOG,4.4,135,Engineering & Construction , 1k-5k Employees (Global) 
4859,AVRA Laboratories,4.0,135,Pharma , 501-1k Employees 
4860,Multiplier Brand Solutions,3.7,135,Pharma , 51-200 Employees 
4861,J Mitra And Co,4.1,135,Medical Equipment , 201-500 Employees 
4862,Sri Ramachandra University,4.2,135,Healthcare , 501-1k Employees 
4863,BMA Wealth Creators,3.6,135,Financial Services , 5k-10k Employees (Global) 
4864,Oswaal Books and Learning Private Limited,4.4,135,Printing & Publishing , 201-500 Employees 
4865,Dealmoney Securities,3.8,135,Insurance , 501-1k Employees 
4866,Amnex Infotechnologies,3.7,135,IT Services & Consulting , 501-1k Employees 
4867,Cadworks India,4.7,135,Design , 51-200 Employees 
4868,Burckhardt Compression,4.3,135,Industrial Machinery , 201-500 Employees 
4869,AABSyS IT,3.8,135,IT Services & Consulting , 501-1k Employees 
4870,Jindal Worldwide,3.2,135,Fashion & Textile , 1k-5k Employees 
4871,LUX Industries,3.9,135,Fashion & Textile , 1k-5k Employees 
4872,Pitti Laminations,4.1,134,Iron & Steel , 201-500 Employees 
4873,Advaith Motors,4.0,134,Automobile , 501-1k Employees (Global) 
4874,Swaraj Engines,3.6,134,Automobile , 501-1k Employees 
4875,Sapphire Software Solutions (India),4.4,134,IT Services & Consulting , 51-200 Employees 
4876,Gates,3.9,134,Industrial Automation , 1k-5k Employees 
4877,Rithwik Projects,3.6,134,Engineering & Construction , 1k-5k Employees 
4878,Wingreens Farms,3.7,134,Power , 51-200 Employees 
4879,Integra Micro Systems,3.9,134,Software Product , 501-1k Employees 
4880,Aia Engineering,3.9,134,Industrial Machinery , 1k-5k Employees 
4881,BEO Software,4.5,134,IT Services & Consulting , 201-500 Employees 
4882,SSEM,4.0,134,Industrial Machinery , 1k-5k Employees (Global) 
4883,Khanna Paper Mills,4.1,134,Pulp & Paper , 1k-5k Employees 
4884,Lloyd Electric & Engineering,3.7,134,Industrial Machinery , 11-50 Employees 
4885,Toyota Financial Services,3.7,134,Financial Services , 201-500 Employees 
4886,Essel Mining & Industries,4.3,134,Metals & Mining , 1k-5k Employees 
4887,Harley-Davidson,4.1,134,Automobile , 201-500 Employees 
4888,Jaslok Hospital and Research Centre,4.3,134,Healthcare , 1k-5k Employees 
4889,MARG ERP,3.7,134,Accounting & Auditing , 5k-10k Employees 
4890,Nahar Industrial Enterprises,4.1,134,Fashion & Textile , 501-1k Employees 
4891,Suminter India Organics,3.7,134,FMCG , 201-500 Employees 
4892,Swastika Investmart,3.5,134,Investment Banking / Venture Capital / Private Equity , 501-1k Employees 
4893,Lawrence & Mayo,3.8,134,Retail , 201-500 Employees 
4894,C.G. Marketing,4.0,134,Marketing & Advertising , 501-1k Employees (Global) 
4895,Ghatge Patil Industries,3.9,134,Industrial Machinery , 501-1k Employees 
4896,Varindera Constructions,4.3,134,Engineering & Construction , 501-1k Employees 
4897,B9 Beverages,4.0,134,Beverage , 501-1k Employees 
4898,Supreme Treon,4.1,134,Auto Components , 501-1k Employees 
4899,A2z Infra Engineering,3.9,134,Engineering & Construction , 10k-50k Employees (Global) 
4900,Advantage One Tax Consulting,4.1,134,Financial Services , 201-500 Employees 
4901,B9 Beverages,4.0,134,Beverage , 501-1k Employees 
4902,Supreme Treon,4.1,134,Auto Components , 501-1k Employees 
4903,SYNCHRONIZED SUPPLY SYSTEMS,4.0,134,Logistics , 501-1k Employees 
4904,A2z Infra Engineering,3.9,134,Engineering & Construction , 10k-50k Employees (Global) 
4905,Neolite Zkw Lightings,3.7,134,Auto Components , 201-500 Employees 
4906,Weikfield Foods,3.7,134,Food Processing , 501-1k Employees 
4907,Maksat Technologies,3.7,134,Telecom , 51-200 Employees 
4908,Utkarsh India,3.0,134,Industrial Machinery , 501-1k Employees 
4909,Swaraj Engines,3.6,134,Automobile , 501-1k Employees 
4910,Sparsh Hospital,3.9,134,Healthcare , 501-1k Employees 
4911,Hartek Group,4.0,134,Engineering & Construction , 201-500 Employees 
4912,Pitti Laminations,4.1,134,Iron & Steel , 201-500 Employees 
4913,Chandigarh Group of Colleges,3.5,134,Education & Training , 501-1k Employees 
4914,MARG ERP,3.7,134,Accounting & Auditing , 5k-10k Employees 
4915,Liugong India,3.5,134,Engineering & Construction , 201-500 Employees 
4916,Gates,3.9,134,Industrial Automation , 1k-5k Employees 
4917,Stashfin,4.5,134,FinTech , 11-50 Employees 
4918,Loconav,3.3,134,Software Product , 501-1k Employees 
4919,Turtle,3.6,134,Fashion & Textile , 51-200 Employees 
4920,Quantzig,4.8,134,51-200 Employees , Bengaluru/Bangalore +1 more
4921,Hidden Brains InfoTech,4.2,134,IT Services & Consulting , 201-500 Employees 
4922,DynPro,3.5,133,IT Services & Consulting , 51-200 Employees 
4923,Ginni Filaments,3.7,133,Fashion & Textile , 1k-5k Employees 
4924,Little Millennium,4.0,133,EdTech , 51-200 Employees 
4925,Glocal Healthcare Systems,3.9,133,Healthcare , 51-200 Employees 
4926,The Indian Express,3.9,133,Printing & Publishing , 1k-5k Employees 
4927,EFKON INDIA,3.9,133,IT Services & Consulting , 201-500 Employees 
4928,Rudrabhishek Enterprises,3.0,133,Real Estate , 201-500 Employees 
4929,Kazo Fashion,3.4,133,Fashion & Textile , 51-200 Employees 
4930,Hidesign,3.2,133,Retail , 201-500 Employees 
4931,KnowledgeHut,4.3,133,EdTech , 501-1k Employees 
4932,Royal Bank of Scotland International,4.0,133,Banking , 201-500 Employees 
4933,JMR Infotech,4.1,133,IT Services & Consulting , 201-500 Employees 
4934,MKCL,4.0,133,Education & Training , 1k-5k Employees 
4935,Thirdware Solutions,4.2,133,IT Services & Consulting , 1k-5k Employees 
4936,Techavera Solutions,4.5,133,Education & Training , 51-200 Employees 
4937,99acres,3.9,133,Internet , 1k-5k Employees 
4938,Walter Bushnell,3.4,133,Pharma , 51-200 Employees 
4939,C DOT,4.1,133,Telecom , 51-200 Employees 
4940,Gamma Process Hub,3.5,133,BPO , 51-200 Employees 
4941,Anand CY Myutec Automotive,4.3,133,Auto Components , 201-500 Employees 
4942,Harvest Gold Industries,3.6,133,Food Processing , 501-1k Employees 
4943,KLT Automotive & Tubular Products,3.9,133,Auto Components , 201-500 Employees 
4944,Renom Energy Services,4.3,133,Oil & Gas , 501-1k Employees 
4945,Msn Pharmachem,4.1,133,1k-5k Employees , 19 years old 
4946,Biophore India Pharmaceuticals,3.2,133,Pharma , 201-500 Employees 
4947,Orchid Pharma,3.7,133,Pharma , 1k-5k Employees 
4948,Matix Fertilisers & Chemicals,3.9,133,Chemicals , 501-1k Employees 
4949,Eptisa,3.4,133,Engineering & Construction , 51-200 Employees 
4950,Shantha Biotechnics,4.6,133,Biotechnology , 11-50 Employees 
4951,Kaveri Seed Company,3.9,133,1k-5k Employees , 47 years old 
4952,Echs Polyclinic,4.2,133,Healthcare , 11-50 Employees 
4953,Heavy Engineering Corporation,3.9,132,Engineering & Construction , 1k-5k Employees 
4954,Ananth Technologies,3.9,132,IT Services & Consulting , 501-1k Employees 
4955,VISION,3.7,132,Management Consulting , 11-50 Employees 
4956,Geno Pharmaceuticals,3.1,132,Pharma , 1k-5k Employees 
4957,SpanIdea,3.2,132,IT Services & Consulting , 201-500 Employees 
4958,Matrix ComSec,3.8,132,Industrial Machinery , 501-1k Employees 
4959,Boston Scientific,4.1,132,Healthcare , 201-500 Employees 
4960,Matrix ComSec,3.8,132,Industrial Machinery , 501-1k Employees 
4961,Population Services International (PSI),4.2,132,Non-Profit , 51-200 Employees 
4962,Cooper-Standard Automotive,3.9,132,Auto Components , 201-500 Employees 
4963,Qualsquad Infotech,3.1,132,IT Services & Consulting , 51-200 Employees 
4964,Nielsen Sports,3.9,132,Sports & Recreation , 10k-50k Employees (Global) 
4965,Hindustan Media Ventures,3.9,132,Printing & Publishing , 1k-5k Employees 
4966,Heavy Engineering Corporation,3.9,132,Engineering & Construction , 1k-5k Employees 
4967,Ananth Technologies,3.9,132,IT Services & Consulting , 501-1k Employees 
4968,Super Auto India,3.5,132,Industrial Machinery , 11-50 Employees 
4969,Boston Scientific,4.1,132,Healthcare , 201-500 Employees 
4970,AWC Software,4.1,132,IT Services & Consulting , 201-500 Employees 
4971,VISION,3.7,132,Management Consulting , 11-50 Employees 
4972,Geno Pharmaceuticals,3.1,132,Pharma , 1k-5k Employees 
4973,CareerNet Technologies,4.2,132,Bengaluru/Bangalore +10 more,
4974,Vision Rx Lab,4.0,132,Medical Equipment , 501-1k Employees 
4975,Flatworld Mortgage Processing,3.6,132,IT Services & Consulting , 51-200 Employees 
4976,Flair Writing Instruments,4.0,132,Other , 51-200 Employees 
4977,Myk Schomburg,4.1,132,Chemicals , 501-1k Employees 
4978,Izmo,3.9,132,IT Services & Consulting , 51-200 Employees 
4979,XenonStack,3.1,132,IT Services & Consulting , 51-200 Employees 
4980,Furlenco,3.4,132,Internet , 201-500 Employees 
4981,VASTA BIO-INFORMATICS,3.7,132,Clinical Research , 501-1k Employees 
4982,Automotive Axles,3.8,132,Auto Components , 1k-5k Employees 
4983,VIRTUSA TECHNOLOGIES,3.8,132,IT Services & Consulting , 10k-50k Employees 
4984,Hitachi Astemo Rajasthan Brake Systems,4.2,132,201-500 Employees , Neemrana +8 more
4985,Nibav Lifts,3.6,132,Industrial Machinery , 501-1k Employees 
4986,Ameyo,3.3,132,Software Product , 201-500 Employees 
4987,Garware Hi-Tech Films,4.0,132,Chemicals / Agri Inputs , 1k-5k Employees 
4988,Identifyplus Delivery Services,3.6,132,7 years old , Gurgaon +55 more
4989,IIT Delhi,4.1,131,Education & Training , 1k-5k Employees (Global) 
4990,CIGNEX,4.0,131,IT Services & Consulting , 201-500 Employees 
4991,Pacific Cyber Technology,3.8,131,Electronics Manufacturing , 201-500 Employees 
4992,Tata CLiQ,3.8,131,Internet , 501-1k Employees 
4993,Pahal Financial Services,4.2,131,NBFC , 1k-5k Employees 
4994,Food Corporation of India,4.0,131,Government , 10k-50k Employees (Global) 
4995,Continental Hospitals,4.4,131,Healthcare , 501-1k Employees 
4996,St Regis,4.1,131,Hospitality , 501-1k Employees 
4997,Darwinbox,3.5,131,Software Product , 501-1k Employees 
4998,Phoenix Contact,4.3,131,Industrial Automation , 501-1k Employees 
4999,Sanmar Group,3.7,131,Chemicals , 1k-5k Employees (Global) 
5000,Mazars,3.4,131,Accounting & Auditing , 501-1k Employees 
5001,Marquardt,3.9,131,Auto Components , 201-500 Employees 
5002,Sical Logistics,3.7,131,Logistics , 201-500 Employees 
5003,IIT Delhi,4.1,131,Education & Training , 1k-5k Employees (Global) 
5004,CIGNEX,4.0,131,IT Services & Consulting , 201-500 Employees 
5005,StoreKing,3.7,131,Internet , 501-1k Employees 
5006,Food Corporation of India,4.0,131,Government , 10k-50k Employees (Global) 
5007,Darwinbox,3.5,131,Software Product , 501-1k Employees 
5008,Laborate Pharmaceuticals,3.6,131,Pharma , 1k-5k Employees 
5009,Tata Institute of Social Sciences,4.1,131,Education & Training , 201-500 Employees 
5010,Sanmar Group,3.7,131,Chemicals , 1k-5k Employees (Global) 
5011,Pahal Financial Services,4.2,131,NBFC , 1k-5k Employees 
5012,Pacific Cyber Technology,3.8,131,Electronics Manufacturing , 201-500 Employees 
5013,Kanakadurga Finance,4.3,131,NBFC , 1k-5k Employees 
5014,JBF Industries,4.0,131,Fashion & Textile , 201-500 Employees 
5015,Moolchand Medcity,3.2,131,Healthcare , 51-200 Employees 
5016,Janatics India,4.0,131,Auto Components , 501-1k Employees 
5017,E Pack Polymers,3.4,131,Packaging , 501-1k Employees 
5018,Tata CLiQ,3.8,131,Internet , 501-1k Employees 
5019,Intech Organics,3.6,131,Agro Chemicals , 201-500 Employees 
5020,SAP-Concur,4.2,131,Software Product , 10k-50k Employees 
5021,Coditas Technologies,3.2,131,IT Services & Consulting , 501-1k Employees 
5022,75way Technologies,4.7,131,IT Services & Consulting , 51-200 Employees 
5023,Bhansali Engineering Polymers,3.0,131,Petrochemicals , 501-1k Employees 
5024,MUFG Bank,3.8,131,Financial Services , 1k-5k Employees 
5025,B.L Agro Oils,3.6,131,Food Processing , 1k-5k Employees 
5026,Premier Energies,4.1,131,501-1k Employees , Hyderabad/Secunderabad +5 more
5027,Hetero Biopharma,3.6,131,Pharma , 201-500 Employees 
5028,Accurate Global Alliances,4.7,131,Recruitment , 51-200 Employees 
5029,Miraj Group,3.6,130,FMCG , 5k-10k Employees 
5030,Renewsys India,4.2,130,Power , 201-500 Employees 
5031,Embee Software,4.0,130,Software Product , 501-1k Employees 
5032,The Mission Hospital,4.2,130,Healthcare , 51-200 Employees 
5033,National Small Industries Corporation,3.7,130,Government , 1k-5k Employees 
5034,Vinculum Solutions,3.2,130,IT Services & Consulting , 201-500 Employees 
5035,Zodiac Clothing Company,3.8,130,Fashion & Textile , 1k-5k Employees 
5036,Fresher Than Fresh,4.0,130,Retail , 51-200 Employees (Global) 
5037,Phenix Construction Technologies,3.8,130,Engineering & Construction , 1k-5k Employees 
5038,Turner Construction,4.2,130,Engineering & Construction , 51-200 Employees 
5039,Riddhi Corporate Services,4.1,130,IT Services & Consulting , 11-50 Employees 
5040,SMS Pharmaceuticals,3.3,130,Pharma , 501-1k Employees 
5041,Miraj Group,3.6,130,FMCG , 5k-10k Employees 
5042,Phenix Construction Technologies,3.8,130,Engineering & Construction , 1k-5k Employees 
5043,Riddhi Corporate Services,4.1,130,IT Services & Consulting , 11-50 Employees 
5044,Peps Industries,3.9,130,Furniture & Furnishing , 501-1k Employees 
5045,Siddha Group,3.7,130,Real Estate , 501-1k Employees 
5046,Madras Radiators And Pressings,4.0,130,Auto Components , 501-1k Employees 
5047,Ray Engineering,4.0,130,Engineering & Construction , 11-50 Employees 
5048,Logicash,3.3,130,Financial Services , 1k-5k Employees (Global) 
5049,Harita Techserv,3.3,130,Auto Components , 51-200 Employees 
5050,Botree Software International,3.7,130,IT Services & Consulting , 201-500 Employees 
5051,Vinculum Solutions,3.2,130,IT Services & Consulting , 201-500 Employees 
5052,Renewsys India,4.2,130,Power , 201-500 Employees 
5053,Garuda Aerospace,4.5,130,Internet , 11-50 Employees 
5054,SRR Projects,3.8,130,Engineering & Construction , 201-500 Employees 
5055,Rama University,3.3,130,Education & Training , 51-200 Employees 
5056,Ziff Davis Performance Marketing,3.8,130,Marketing & Advertising , 1k-5k Employees 
5057,V2 Solutions,3.9,130,IT Services & Consulting , 501-1k Employees 
5058,Cleartrip,3.8,130,Internet , 501-1k Employees 
5059,AM Infoweb,3.7,130,BPO , 1k-5k Employees 
5060,Adcock Ingram,3.7,129,Pharma , 201-500 Employees 
5061,Partha Dental,4.0,129,Healthcare , 501-1k Employees (Global) 
5062,SAVA Healthcare,4.3,129,Pharma , 501-1k Employees 
5063,UDS,3.7,129,Facility Management Services , 10k-50k Employees 
5064,Sutlej Textiles and Industries,4.0,129,Fashion & Textile , 10k-50k Employees 
5065,O P Jindal Global University,4.0,129,Education & Training , 51-200 Employees 
5066,Masu Brakes,3.5,129,Auto Components , 51-200 Employees 
5067,Viacom18 Media,3.7,129,Media & Entertainment , 1k-5k Employees 
5068,RAXA,4.1,129,Law Enforcement & Security , 201-500 Employees 
5069,Prompt Personnel,3.8,129,Recruitment , 201-500 Employees 
5070,Sharp Business Systems India,3.5,129,Consumer Electronics & Appliances , 51-200 Employees 
5071,Health Prime Services (India),3.7,129,Medical Equipment , 201-500 Employees 
5072,AltezzaSys,4.2,129,IT Services & Consulting , 51-200 Employees 
5073,Mindcrest,2.5,129,Legal , 201-500 Employees 
5074,NMDC,4.4,129,Metals & Mining , 5k-10k Employees 
5075,NaviSite,3.6,129,IT Services & Consulting , 501-1k Employees 
5076,Tata Memorial Centre,4.3,129,Healthcare , 1k-5k Employees 
5077,Adglobal360,3.7,129,Marketing & Advertising , 501-1k Employees 
5078,Bull Machines,3.8,129,Industrial Machinery , 501-1k Employees 
5079,Mold-Tek Technologies,3.2,129,IT Services & Consulting , 1k-5k Employees 
5080,RAXA,4.1,129,Law Enforcement & Security , 201-500 Employees 
5081,Pratibha Syntex,4.4,129,Fashion & Textile , 501-1k Employees 
5082,Db Power,4.3,129,Power , 501-1k Employees 
5083,Apache Footwear,4.1,129,Fashion & Textile , 51-200 Employees 
5084,Amco Batteries,4.2,129,Auto Components , 201-500 Employees 
5085,Vnr Seeds,3.8,129,Agriculture , 51-200 Employees 
5086,Wika Instruments India,3.9,129,Industrial Machinery , 201-500 Employees 
5087,Tata Memorial Centre,4.3,129,Healthcare , 1k-5k Employees 
5088,UDS,3.7,129,Facility Management Services , 10k-50k Employees 
5089,Sims Hospital,4.0,129,Healthcare , 501-1k Employees 
5090,Nesma Trading,4.2,129,Engineering & Construction , 5k-10k Employees (Global) 
5091,Haldiram Manufacturing Co.,4.2,129,Food Processing , 1k-5k Employees 
5092,Shirdi Sai Electricals,4.1,129,Power , 201-500 Employees 
5093,ACT Plast Paints,3.6,129,Chemicals , 11-50 Employees 
5094,AltezzaSys,4.2,129,IT Services & Consulting , 51-200 Employees 
5095,Impelsys,4.0,129,Software Product , 501-1k Employees 
5096,SAVA Healthcare,4.3,129,Pharma , 501-1k Employees 
5097,Adglobal360,3.7,129,Marketing & Advertising , 501-1k Employees 
5098,Trell,3.1,129,Internet , 501-1k Employees 
5099,Wellness Forever Lifestyle Chemist,4.0,129,Retail , 1k-5k Employees 
